,NKHP,CHMK,ABRD,MRSB,SAGO,AKRN,RTSB,USBN,AQUA,AMEZ,SELG,STSB,HIMCP,TGKB,DVEC,KLSB,ROST,IGST,BRZL,BISVP,RUSI,NKNC,TRMK,FESH,RKKE,DIOD,SVAV,TGKN,MSTT,LSNG,KRKOP,MRKU,GAZA,NSVZ,BLNG,TUZA,RZSB,GTRK,VJGZ,UTAR,LPSB,UNKL,KRKNP,CNTL,CHGZ,RGSS,NKSH,VSMO,SFIN,LVHK,VRSB,KUZB,MISB,PMSBP,KZOSP,KRSBP,UNAC,LNZL,IRKT,AVAN,HYDR,EELT,KMEZ,YAKG,TTLK,WTCM,ARSA,KMAZ,GEMA
0,0.0013976242666379,0.0223161283225472,0.0095923996914395,-0.0176549352387207,0.0098200461809755,0.0006472492135345,0.0098522964430116,-0.0039761483796392,0.0049301661078585,0.021435280720065,-0.0055847347207852,0.0117945764928368,0.0126105075919297,0.0363676441708747,-0.0025125641358831,0.0,-0.0028449521322313,0.0226293381307599,0.0026990569691649,-0.0021253993123134,0.0049875415110391,-0.0097171384769333,0.0004346881181248,0.0037243990909822,0.0117725362252671,-0.0056899157776785,0.0,-0.0033389012655145,-0.0004632846967273,0.0099834439841832,0.0864624649978038,-0.0026809667532578,-0.0044052934679163,0.0,0.0141285198436576,0.0,-0.0051413995004186,-0.009377161812597,-0.0196131615889058,0.0,0.017291497110061,-0.0010230179920346,0.0089686699827603,-0.0011743982559415,-0.0186051878310343,0.0025564564413013,-0.0062584021884224,0.001597444429157,0.0045445234173222,-0.0007421150618883,-0.0059880418446226,0.0016515280384731,0.0153849188394794,0.0026737983844022,0.0251359732715422,-0.0020855064910213,-0.0081967672041785,0.0078081824478117,-0.0007742934959046,-0.0126317469059005,-0.0056561917448597,0.0026845653706689,-0.0083069131476648,0.0033999182772181,0.0025094116054259,0.0110702237542471,0.0485644560091237,0.0030349036951541,0.0022927025709754
1,0.0,0.0589193146509692,-0.0047846981233362,-0.0076628727455691,0.0129451645920369,-0.0038897942076159,0.0,0.0092532054804831,-0.0016406894574598,-0.0342953964496698,0.0098083710985198,-0.0084104785085964,-0.0062853758149608,-0.0071684894786124,0.0050188311119427,0.005037794029957,-0.0114614435190065,0.0777894096162874,-0.0017985616359148,0.00106326432133,0.2221480310727081,-0.002300173527084,0.0082233746249897,0.0400782235674105,0.0051880790817778,0.0056899157776786,-0.0083333815591443,0.0033389012655146,-0.001855288101746,-0.0066445427186686,-0.0162369470302567,0.0159790350578894,0.0044052934679164,0.0,0.0164189023043772,0.0106952891167479,0.045347819978459,0.006706933256718,0.0332572217564823,-0.0043636432877732,-0.005730674708985,0.0010230179920344,0.0,-0.0058927689671507,0.0,0.0008507018803128,-0.0008972634069897,-0.0225998319172409,-0.0103584932827422,-0.0014858843744245,0.0029985029962566,0.0076712704966512,0.0076045993852192,-0.0080429387994604,-0.017889564750775,0.0103843093057163,-0.0394511923864765,0.0066445427186685,-0.0007748934909246,0.0,-0.0073890470037744,0.0159577854386108,0.0048947723767282,-0.0004243581646537,-0.0092321260003024,0.0109490144896703,0.0419951210366032,0.057410907213339,-0.0061255934266827
2,0.0,0.1943854687231986,-0.0193710657559996,-0.0077220460939102,-0.0194811355718225,-0.009463278323043,-0.0098522964430115,0.0078637364602146,0.00164068945746,0.0342953964496698,-0.0102565001671891,0.0200675630508093,0.0112853862316663,-0.0096386288377687,0.0025000013020846,-0.005037794029957,0.0028776998276149,0.0134442515292624,0.00896063343253,-0.0053276631077876,-0.1093525369273637,0.0091691186801297,-0.0086580627431145,0.0071174677688639,-0.0064893154397497,0.0028328630843041,0.0104059211611168,-0.0033389012655145,0.0004641448215143,-0.0151136378100481,-0.041784652016503,-0.0146376532336879,-0.0099393419025577,0.0,-0.0679485055487019,-0.0053333459753626,0.0098040000966208,-0.0107527917762617,-0.032774246620313,-0.0058479698824231,0.0,-0.0020470836217247,-0.0076824961720162,0.0035398267051239,0.0139862419747398,-0.0085397615481344,0.0026893785819712,0.0073200814865058,0.0045709616258227,-0.0112150708201399,-0.0120483385161744,-0.0181773112835425,-0.0076045993852193,-0.0013468015503786,-0.0409912326669372,-0.008298802814695,-0.0137933221323358,-0.0088692377407797,-0.0172013623585466,0.0084388686458646,-0.0058529614715954,0.002635047638005,-0.0147567852458441,-0.0025499376332726,0.0075598848079404,-0.0018165309263978,0.0588405000229333,-0.0246210843903481,0.0030674870678618
3,-0.0056022555486698,-0.0686870143198629,0.0073081933067246,0.0077220460939103,0.0696483942898417,0.0101126289952105,0.0098522964430116,-0.0358842487923896,-0.0082304991365154,0.0814221047196427,0.014904068563736,-0.0066445427186686,-0.0037476621002397,0.0,-0.0012492194004319,0.0080483331828284,-0.0115608224010759,-0.0441661502875641,-0.0008924587830197,0.0063897980987709,-0.054808236494995,0.0051209215748901,-0.0197591499804623,0.0901388689909469,-0.0026075634070808,0.0,-0.0125001627642314,0.0033389012655146,0.0060143600216887,0.0050633019565468,-0.001219884262287,0.0053476063265952,0.0099393419025577,0.0024125464053839,0.0143718561110455,-0.0107527917762618,0.0157293019085439,-0.0013522652500135,-0.0195032998151995,0.0043891804187631,0.0114286958236228,-0.0051361181217676,0.0025673955052457,-0.0011785505194442,-0.0093023926623136,0.0034246608813641,-0.004486324258673,-0.0246115785965668,-0.0029063753072144,0.0007515971793121,0.0150378773645405,0.0016662042177503,0.0300774552372779,0.004034975212179,0.0305579332176509,0.0206192872027358,-0.0078431774610257,0.0,0.0047207011349373,-0.0042105325363434,0.0071894539857027,0.0130720815673529,0.0,0.0126851595273156,0.0,0.0108500160240656,-0.0545208388784171,0.0217557529170617,0.0091464052260762
4,0.0056022555486697,-0.0267302375976322,-0.0024301348532917,0.0177895415634982,0.021180822079447,-0.0019493183560496,0.0,0.0227434552313312,0.0,-0.02795607726659,-0.0059794220895362,0.007472014838701,-0.0062774845191389,0.0156159329462281,-0.0050125418235442,-0.00401606965489,0.0086831225734608,-0.0232568621642672,0.0504893999223918,0.0,0.1193467576325662,0.0235568941264442,0.0167110309211257,-0.0019461569554859,-0.0013063359140554,0.0,0.0062696130135953,0.0,-0.0032340060526509,0.0150378773645405,-0.0388911977210449,-0.0120725812342692,0.0021953905634356,-0.0024125464053838,0.0023269353140638,0.0266682470821612,0.0307352798174127,-0.0149968727515159,-0.0098961718077325,0.0029154539601241,-0.0056980211146377,-0.0082730564931994,0.0089343287337657,-0.0011799411398486,0.0,0.0068143364197301,0.0062752335013976,-0.0033277900926746,-0.0004158868847633,-0.0082988028146951,-0.0059880418446226,0.0148722102225824,0.0,-0.0026881736618004,0.1009733410861073,0.0419641990990322,-0.0274961889842829,-0.0011142062434034,0.0,-0.0084746269909722,-0.0051126100408636,0.010336009330662,-0.0154809583617374,-0.0008406894147932,0.0066722516090679,0.0283706971292155,0.0,0.005722476274066,0.001516300517964
5,0.0410454332431151,0.0011771631730148,-0.0024360547978811,-0.0177895415634983,-0.0273158106469629,-0.001953125620882,0.0,0.0013218772579158,-0.0353274752026143,0.0092355710330818,-0.0080285890665745,0.0,0.0,-0.0107850056765625,0.0087555281023787,-0.003022672326586,-0.0174423026633424,0.0108651298691037,0.1273578764766417,-0.0031897953681,0.1140724562598478,0.0623187643992581,-0.1250323185419842,-0.0289875368732522,-0.0013080446600153,0.0140451747030476,-0.0083682496705165,-0.0033389012655145,-0.0018527101177296,-0.0100000833345834,-0.0411260805128279,-0.0067705065672106,0.0043763745997987,-0.004842624475788,0.0011614403163902,0.0,0.0161666338553468,0.0,-0.022122571383593,0.0058055315453204,-0.011494379425735,-0.005205633827265,0.0101138662369287,0.0011799411398485,0.0185190477672375,-0.0068143364197301,-0.0008940545968806,-0.0202027073175194,0.0004158868847633,-0.0083682496705165,-0.0030075210639551,0.0021845994488391,0.0073801072976224,0.006706933256718,0.3357653562901761,0.0174592213717685,-0.0018001805041478,-0.0050293484050019,-0.003932368417721,-0.0346354966627563,0.0257814544499705,-0.0207799684917453,0.0115087585013045,0.0092089390853099,0.0041476625200813,-0.0070175726586465,0.012848142477849,0.0042704691234525,0.001514004831215
6,-0.0121377080144242,-0.0142182490022791,0.0,0.02531780798429,-0.0155041865359653,0.005199881719752,0.0,-0.0026455041884241,0.022016130564375,0.0111733005981252,-0.0096749545317763,-0.0217399866364058,0.0346569338090441,0.0060060240602117,-0.0100125992924298,0.0040282028286047,0.0116619397478429,-0.0235502893964194,-0.0242069308517974,0.0116465053863235,0.261792182072026,0.0776359676429715,-0.052503499294093,0.0013360055427421,0.0,0.0423271373748569,-0.0169495583137733,0.0165841280155352,0.0023153518099972,0.0116570845422129,0.0180185055026784,-0.0013596195160395,0.0032697576815567,0.0048426244757879,0.004921127314547,0.0156661167443994,-0.0092060489077228,-0.0013745706631664,-0.0127911695377888,0.0014461318499997,0.0,0.0134786903204642,0.037041271680349,0.0035314927814709,0.0,0.0042643987864575,0.0168518400354915,0.0202027073175194,0.0004157139947625,0.0129034048359077,0.0089955629085777,0.0108519784456548,0.0289875368732524,-0.0040187595949177,0.2430963747321459,-0.0842180790840169,-0.021858793812499,-0.0078740564309058,0.0062843883181516,-0.0133039656263628,0.0364356043462383,0.0,-0.0115087585013046,-0.0185034715645596,0.0229142595228758,-0.0413356240579071,-0.0021299262578248,-0.0099929453975185,0.0209588510208435
7,-0.0095433580468997,-0.0229340166290135,-0.0048899852941917,-0.0151136378100481,-0.0094192219164916,-0.0071568295067129,-0.0098522964430115,-0.0053120974848899,-0.0016764463272523,-0.0333792220738347,0.0067598274533756,-0.0093418938414289,-0.0208981176376165,0.0023923456386199,0.0223889948934784,0.0,0.0028943580263645,-0.0346354966627563,0.0212129166391927,-0.004219415542708,0.3327867287640369,-0.1109988713120929,-0.0409305073520038,0.0046620131058113,0.0,-0.0175324787616406,-0.0150702529209981,0.0259754864032605,0.0046146828546724,-0.0049792633996074,0.0129034048359077,-0.0095694510161505,-0.0010887317351965,-0.0072727593290798,-0.0165966831797883,-0.0156661167443994,-0.0011567381278236,-0.0110651198124726,-0.0223909380389842,0.0129219314169205,0.0114943794257349,-0.0072351736807793,-0.0048602768822527,-0.0070755012162003,-0.0045977092486295,-0.0059752631900869,-0.0008798944694393,0.0041580101486636,-0.0033305609471646,0.0216345625679936,0.0206802052375388,0.0520485406876779,-0.0071684894786125,0.0093521055702803,-0.2123425730488123,0.0062565376143051,-0.0337110573423117,0.0,-0.0118158129313808,0.0176995770994008,-0.0206240655016135,0.0207799684917454,0.0876402682750576,-0.011096998211731,0.0176427992427498,-0.0782095265918755,-0.0281099589318934,0.0099929453975184,0.0059084366861664
8,-0.0137933221323358,-0.0234723561851421,-0.004914014802429,-0.0050890695074712,0.0094192219164915,0.0006527415375364,0.0,-0.0066800515603739,0.0066889881507967,0.0062467667996201,0.0029151270784007,0.0152416159686172,0.0037197811025318,0.0212773984472848,-0.0148701624794512,-0.0030196298737199,-0.0028943580263645,-0.0097388994618667,-0.0212129166391926,0.0031662295580495,-0.2703964361647553,0.0160259840158443,0.0456070552359058,0.0132015118585357,-0.0065660117708905,-0.0109440216793173,-0.0087146521024437,-0.0292703823001131,-0.00507732454694,-0.0016652793190612,-0.0067535230157797,0.0109290705321902,0.0065146810211936,0.0048543784647981,-0.0091432579160034,-0.0105821093305369,0.0137933221323357,0.0013898542890542,-0.0063391654437356,-0.0057224762740662,-0.005730674708985,0.0,-0.0061087544883212,0.0023640672948806,-0.0046189458562944,-0.0051502259763159,0.0481192483441985,0.0,0.0124328165919293,-0.0118783876226288,0.0,-0.0041067819526534,-0.0144930073025668,-0.0066711388170225,-0.015839064029746,0.0123968529768287,0.0075901692666756,0.0005644933821928,-0.0095542128048116,-0.0176995770994009,-0.0158115388446246,-0.0155443544378003,-0.0428603391677016,-0.0047322093042146,-0.0079808883310128,-0.0281708769666962,0.0087336799687546,-0.0071276139242321,-0.0276240035963162
9,-0.0139862419747398,0.0283444730091425,-0.0049382816405825,0.0400053346136989,-0.0414732482065751,0.0016299922109309,-0.009950330853168,-0.0257991226702415,-0.0033389012655145,0.0195278558889952,-0.0210438809871825,-0.0025241914959069,-0.0087011114527361,-0.0105821093305368,-0.0214519267179514,-0.0070814661127839,-0.0029027596579614,0.0017777782459993,0.0007654037878455,-0.0095289233458782,-0.0811634071072068,-0.0133370875315378,-0.0018160596507654,-0.01586285740805,0.0065660117708906,-0.0082873402485702,-0.0110012110619734,-0.0066225407604933,0.0013872834594863,-0.0016680571006969,0.0156878517495456,-0.0054496047675645,-0.0054259492859971,-0.0024242436115063,0.0059084366861662,0.0,0.1039897135240476,0.0165293019512105,0.0089686699827603,-0.0115441397468653,0.0,0.0,-0.0210534091978323,-0.0035482000560974,-0.0046403795565022,-0.0051768881795337,-0.0739789149166581,0.0041407926660313,-0.0161930048535793,-0.03650595484453,-0.0147278067102433,0.0526041632185154,0.0144930073025668,0.0,-0.0914280298986617,0.0441838934679328,0.0028315261957383,0.0033802849088236,0.0039920212695374,-0.0089686699827603,0.0051011439876952,-0.0078637364602145,-0.0145421854997742,-0.0209157951499732,-0.0064308903302904,0.0261847789950667,0.0,0.0113799236627623,-0.0268523997247606
